collected_videos_count,collection_time,id,nickname,followers,hearts
10.0,1674150280766.0,outfixsaigon,Outfix Saigon,126.0,522.0
10.0,1674148613901.0,lome.isilme,lome.isilme,1145.0,1902.0
10.0,1674148570374.0,kidostudiowear,KIDO STUDIOWEAR,10200.0,88900.0
10.0,1674149546366.0,namthu.official,Trần Nam Thư,1100000.0,7300000.0
10.0,1674149263077.0,basicbae.98,Basicbae.98,192.0,430.0
10.0,1674148426689.0,yni.channn,Nhi Chan,400.0,5122.0
10.0,1674150911455.0,vintace.ci,Vintace.ci,192000.0,8700000.0
10.0,1674149346642.0,evastore88,EVA,9745.0,19700.0
10.0,1674148889214.0,leechieee,Lê Chi,9050.0,115000.0
10.0,1674148472762.0,tiembac21centimeters,Tiệm bạc 21 Centimeters,612.0,1521.0
10.0,1674149948430.0,lynnkenz,Lynnkenzz,237100.0,4000000.0
10.0,1674148622594.0,ngoc.matcha,Ngọc Matcha ☘️,4000000.0,140000000.0
10.0,1674148496850.0,revolutionclothing.vn,revolutionclothing.vn,4780.0,15200.0
10.0,1674148541393.0,yau.yau.26,Phương Thanh Nguyễn,41100.0,555900.0
10.0,1674148519187.0,kiobi.vn,KIOBI CLOTHING,134.0,252.0
10.0,1674148625378.0,cchatclothes,CChat Clothes,31600.0,29100.0
10.0,1674234880825.0,fridayshop.tiktok,Fridayshop,11700.0,54200.0
10.0,1674148623894.0,lenclothing,lenclothing,4600.0,31400.0
10.0,1674148575839.0,tiiienle,Tien Le 💖,51900.0,1400000.0
10.0,1674148541020.0,nhungbumxynk,Nhung Bum 🎀,7886.0,132300.0
10.0,1674148641597.0,ssstutterdaily,SSStutter_Daily,3678.0,23100.0
10.0,1674148972721.0,myanhtruongg,Mỹ Anh,57500.0,621100.0
10.0,1674149060227.0,lanaofficial.vn,LANA VIETNAM,27300.0,137500.0
10.0,1674148717397.0,edini.vn,edini.vn,311.0,416.0
10.0,1674148937697.0,rubiessg,RUBIES,365.0,430.0
10.0,1674148566230.0,miaritta,mia ritta,7841.0,47700.0
10.0,1674148633856.0,thebluetshirt,TheBlueTshirt,2911.0,29800.0
10.0,1674149595712.0,t.my06,❤Cô Mỹ Cute ❤️,38400.0,386100.0
10.0,1674148641506.0,duongtubinh,Dương Tú Bình,153.0,245.0
10.0,1674148350413.0,wendysuachua,Wendy ❤️,207300.0,1000000.0
10.0,1674149060158.0,havadarkwear,Hava Darkwear,2056.0,273.0
10.0,1674148679779.0,222.boutique,222.boutique,10200.0,1942.0
10.0,1674149362077.0,vmhuong94,Văn Mai Hương,289600.0,2600000.0
10.0,1674149155844.0,suriaccessories,Suri Accessories,33200.0,131800.0
10.0,1674148545145.0,ninhduong.lanngoc,Ninh Dương Lan Ngọc,3300000.0,29500000.0
10.0,1674148577376.0,olv.boutique,OLV Boutique,2759.0,2514.0
10.0,1674149702881.0,thedelia_official,Thedelia.official,149300.0,245800.0
10.0,1674148653745.0,louiis.ha,Lưu Ý Dùm,3482.0,113700.0
10.0,1674148578279.0,quely94,Cờ Ly,3000000.0,92700000.0
